Peak Index,Peak Value
0.2872872872872873,0.10384585598848615
0.28928928928928926,0.10394852151014407
0.2972972972972973,0.15354589220170115
0.3023023023023023,0.2258240754933874
0.3053053053053053,0.225961585848598
0.3083083083083083,0.2575882122147092
0.3133133133133133,0.2871457235916926
0.3163163163163163,0.3033057364784446
0.31931931931931934,0.29244984324930917
0.3213213213213213,0.28398739508845117
0.3283283283283283,0.21273348453347624
0.3303303303303303,0.20482184854440816
0.3333333333333333,0.2408275471858881
0.3353353353353353,0.24062793270683086
0.33733733733733734,0.2356997717192621
0.34134134134134136,0.26135474230103645
0.34434434434434436,0.25435276517030775
0.34634634634634637,0.26086184238755605
0.35035035035035034,0.2967505339368559
0.35735735735735735,0.4145834170561786
0.35935935935935936,0.42174682272834363
0.3613613613613614,0.416019535866938
0.36436436436436437,0.4441636326585441
0.36736736736736736,0.4397995652383535
0.3713713713713714,0.4598362729127111
0.3733733733733734,0.4585128619315107
0.37737737737737737,0.4679299324112866
0.3793793793793794,0.47603669406168325
0.38238238238238237,0.46793995041482084
0.38538538538538536,0.4821991251479487
0.3943943943943944,0.5663115515041989
0.4014014014014014,0.5999308102498743
0.4074074074074074,0.6235319598070118
0.4134134134134134,0.6824038296311234
0.4184184184184184,0.7788600493124671
0.4214214214214214,0.7888399077779751
0.4244244244244244,0.7856367619607898
0.43043043043043044,0.778733282360669
0.43343343343343343,0.796961975400556
0.43743743743743746,0.8371596654521869
0.44244244244244246,0.8360227402241776
0.44544544544544545,0.8417955784163869
0.4494494494494494,0.8587033759926328
0.4544544544544544,0.874111956812911
0.45645645645645644,0.8775880171940731
0.45845845845845845,0.8770455345631916
0.46546546546546547,0.9365732175376199
0.4694694694694695,0.9713171057586463
0.47147147147147145,0.9657473801717427
0.47347347347347346,0.9757273115457779
0.47647647647647645,0.9761064552378519
0.4804804804804805,0.9992893779581523
0.4824824824824825,1.0042422892386718
0.4854854854854855,1.0232380143788373
0.4874874874874875,0.9920829054832073
0.4894894894894895,0.9882120072590219
0.49149149149149146,0.9821990912360651
0.4934934934934935,0.9885320570420723
0.4984984984984985,1.0212458088599816
0.5015015015015015,1.00971817776078
0.5035035035035035,1.0130968624721404
0.5125125125125125,0.9766623138180123
0.5165165165165165,0.9711061561045878
0.5205205205205206,0.9788928708935489
0.5245245245245245,0.9790099692423169
0.5305305305305306,0.9484490685850121
0.5335335335335335,0.9592055548729543
0.5385385385385385,0.9826889687063147
0.5425425425425425,0.9575382182975904
0.5485485485485485,0.9056480120860261
0.5525525525525525,0.9050325622571467
0.5575575575575575,0.8790989297818829
0.5595595595595596,0.8813321566797477
0.5655655655655656,0.8514559664687577
0.5705705705705706,0.8114451726567609
0.5735735735735735,0.800382916738523
0.5775775775775776,0.7615944097939922
0.5845845845845846,0.7164719695634467
0.5875875875875876,0.6981836861826135
0.5915915915915916,0.6819745056814631
0.5965965965965966,0.6300099927776791
0.5985985985985985,0.6153769706328599
0.6006006006006006,0.6205887506546408
0.6066066066066066,0.5942578632405319
0.6106106106106106,0.5812792277643537
0.6146146146146146,0.5755194151041976
0.6216216216216216,0.4674574824888279
0.6276276276276276,0.43512681021029115
0.6306306306306306,0.43514009037375034
0.6356356356356356,0.4048568556878949
0.6396396396396397,0.42739417189239665
0.6426426426426426,0.4276430881839192
0.6456456456456456,0.41010590088756893
0.6546546546546547,0.32615623035098845
0.6576576576576576,0.3179563792376644
0.6606606606606606,0.2977334537652562
0.6636636636636637,0.29230951701223357
0.6666666666666666,0.2636091067453196
0.6686686686686687,0.24513978882931567
0.6716716716716716,0.23240037292101326
0.6776776776776777,0.24757892287220234
0.6796796796796797,0.26760882597904967
0.6826826826826827,0.2627596499128404
0.6886886886886887,0.24037579244820073
0.6916916916916916,0.22330958507202112
0.6956956956956957,0.19215957610795403
0.7027027027027027,0.1223455233100978
0.7087087087087087,0.12283705793958014
0.7167167167167167,0.11183899323604486
